repeat,case_id,family_id,active_branch_id,active_branch_name,question_mode,condition,question,answer,prompt_tokens,response_tokens,prompt_chars,latency_ms,correct,polluted,expected_hits,forbidden_hits,active_branch_position,active_history_messages
1,atlas_q01,atlas,atlas_b1,Atlas Analytics,implicit,branch_compact_oracle,当前这个项目最终使用什么数据库，负责人是谁？,MongoDB 7，负责人：Bob,493,247,868,1511.47,True,False,MongoDB 7 | Bob,,1,45
1,atlas_q02,atlas,atlas_b2,Atlas Admin,explicit,linear,Atlas Admin 当前最终采用什么后端框架和缓存？,确认，Atlas Admin 的最终后端框架是 Django，缓存是 KeyDB。,4801,173,8281,1900.18,True,False,Django | KeyDB,,2,44
1,atlas_q02,atlas,atlas_b2,Atlas Admin,explicit,linear_tagged,Atlas Admin 当前最终采用什么后端框架和缓存？,确认，Atlas Admin 的最终后端框架是 Django，缓存是 KeyDB。,4858,265,8397,2747.85,True,False,Django | KeyDB,,2,44
1,atlas_q02,atlas,atlas_b2,Atlas Admin,explicit,branch,Atlas Admin 当前最终采用什么后端框架和缓存？,Django（后端框架）和KeyDB（缓存）为当前有效结论。,1183,128,1990,1064.44,True,False,Django | KeyDB,,2,44
1,atlas_q02,atlas,atlas_b2,Atlas Admin,explicit,branch_compact_oracle,Atlas Admin 当前最终采用什么后端框架和缓存？,Django 和 KeyDB。,490,157,815,929.95,True,False,Django | KeyDB,,2,44
1,atlas_q03,atlas,atlas_b3,Atlas Sync,implicit,linear,当前这个项目部署在哪个区域，服务端口是多少？,GCP asia-northeast1，服务端口9300。,4800,213,8275,1908.84,False,True,,GCP asia-northeast1 | 9300,3,46
1,atlas_q03,atlas,atlas_b3,Atlas Sync,implicit,linear_tagged,当前这个项目部署在哪个区域，服务端口是多少？,确认，Atlas Core 当前部署区域为 GCP asia-northeast1，服务端口为 9300。,4857,200,8388,2267.09,False,True,,GCP asia-northeast1 | 9300,3,46
1,atlas_q03,atlas,atlas_b3,Atlas Sync,implicit,branch,当前这个项目部署在哪个区域，服务端口是多少？,"部署区域：AWS eu-west-1  
服务端口：9200",1231,158,2038,1221.11,True,False,AWS eu-west-1 | 9200,,3,46
1,atlas_q03,atlas,atlas_b3,Atlas Sync,implicit,branch_compact_oracle,当前这个项目部署在哪个区域，服务端口是多少？,AWS eu-west-1 | 9200,486,98,811,653.27,True,False,AWS eu-west-1 | 9200,,3,46
1,atlas_q04,atlas,atlas_b4,Atlas Core,explicit,linear,Atlas Core 的最终发布日期是什么时候，负责人是谁？,Atlas Core 的最终发布日期是 12月3日，负责人是 Eve。,4799,188,8283,1982.95,True,False,12月3日 | Eve,,4,33
1,atlas_q04,atlas,atlas_b4,Atlas Core,explicit,linear_tagged,Atlas Core 的最终发布日期是什么时候，负责人是谁？,Atlas Core 的最终发布日期是 12月3日，负责人是 Eve。,4856,174,8396,2180.41,True,False,12月3日 | Eve,,4,33
1,atlas_q04,atlas,atlas_b4,Atlas Core,explicit,branch,Atlas Core 的最终发布日期是什么时候，负责人是谁？,最终发布日期：12月3日。负责人：Eve。,974,125,1600,1334.52,True,False,12月3日 | Eve,,4,33
1,atlas_q04,atlas,atlas_b4,Atlas Core,explicit,branch_compact_oracle,Atlas Core 的最终发布日期是什么时候，负责人是谁？,"最终发布日期：12月3日  
负责人：Eve",519,92,842,691.21,True,False,12月3日 | Eve,,4,33
1,atlas_q05,atlas,atlas_b5,Atlas Studio,implicit,linear,当前这个产品的 Pro 方案多少钱，包含多少存储？,确认，Atlas Sync 的 Pro 价格为 99 美元/月，Pro 存储为 1TB。,4799,306,8278,2810.93,False,True,,99美元/月 | 1TB,0,47
1,atlas_q05,atlas,atlas_b5,Atlas Studio,implicit,linear_tagged,当前这个产品的 Pro 方案多少钱，包含多少存储？,确认，Atlas Sync 的 Pro 价格为 99 美元/月，存储为 1TB。,4856,290,8397,2988.68,False,True,,99美元/月 | 1TB,0,47
1,atlas_q05,atlas,atlas_b5,Atlas Studio,implicit,branch,当前这个产品的 Pro 方案多少钱，包含多少存储？,$29/月，50GB。,1267,165,2159,1226.24,True,False,29美元/月 | 50GB,,0,47
1,atlas_q05,atlas,atlas_b5,Atlas Studio,implicit,branch_compact_oracle,当前这个产品的 Pro 方案多少钱，包含多少存储？,"Pro 价格：29美元/月  
Pro 存储：50GB",490,122,829,727.45,True,False,29美元/月 | 50GB,,0,47
1,atlas_q06,atlas,atlas_b1,Atlas Analytics,explicit,linear,Atlas Analytics 的本地模型和 temperature 最终分别是什么？,Atlas Analytics 的最终本地模型是 Llama 3.2 3B，最终温度是 0.2。,4799,236,8296,2032.05,True,False,Llama 3.2 3B | 0.2,,1,45
1,atlas_q06,atlas,atlas_b1,Atlas Analytics,explicit,linear_tagged,Atlas Analytics 的本地模型和 temperature 最终分别是什么？,"Atlas Analytics 最终本地模型：Llama 3.2 3B。  
Atlas Analytics 最终temperature：0.2。",4856,169,8424,1527.14,True,False,Llama 3.2 3B | 0.2,,1,45
1,atlas_q06,atlas,atlas_b1,Atlas Analytics,explicit,branch,Atlas Analytics 的本地模型和 temperature 最终分别是什么？,Llama 3.2 3B | 0.2,1200,210,2235,1449.78,True,False,Llama 3.2 3B | 0.2,,1,45
1,atlas_q06,atlas,atlas_b1,Atlas Analytics,explicit,branch_compact_oracle,Atlas Analytics 的本地模型和 temperature 最终分别是什么？,"Llama 3.2 3B, temperature: 0.2",494,124,889,729.48,True,False,Llama 3.2 3B | 0.2,,1,45
1,atlas_q07,atlas,atlas_b2,Atlas Admin,implicit,linear,当前这个项目的数据库和后端框架最终是什么？,Atlas Studio 当前有效的数据库是 PostgreSQL 16，后端框架是 FastAPI。,4798,208,8274,2066.84,False,True,,PostgreSQL 16 | FastAPI,2,44
1,atlas_q07,atlas,atlas_b2,Atlas Admin,implicit,linear_tagged,当前这个项目的数据库和后端框架最终是什么？,Atlas Admin 当前有效的数据库仍然是 MySQL 8。,4855,225,8390,2332.31,False,False,MySQL 8,,2,44
1,atlas_q07,atlas,atlas_b2,Atlas Admin,implicit,branch,当前这个项目的数据库和后端框架最终是什么？,MySQL 8 和 Django,1180,98,1983,776.3,True,False,MySQL 8 | Django,,2,44
1,atlas_q07,atlas,atlas_b2,Atlas Admin,implicit,branch_compact_oracle,当前这个项目的数据库和后端框架最终是什么？,MySQL 8、Django,487,127,808,790.72,True,False,MySQL 8 | Django,,2,44
1,atlas_q08,atlas,atlas_b3,Atlas Sync,explicit,linear,Atlas Sync 部署在哪个区域，生产数据库是什么？,"AWS eu-west-1, SQLite",4801,140,8281,1596.66,True,False,AWS eu-west-1 | SQLite,,3,46
1,atlas_q08,atlas,atlas_b3,Atlas Sync,explicit,linear_tagged,Atlas Sync 部署在哪个区域，生产数据库是什么？,确认，Atlas Sync 的最终部署区域是 AWS eu-west-1，生产数据库为 SQLite。,4858,128,8394,1763.42,True,False,AWS eu-west-1 | SQLite,,3,46
1,atlas_q08,atlas,atlas_b3,Atlas Sync,explicit,branch,Atlas Sync 部署在哪个区域，生产数据库是什么？,"部署区域：AWS eu-west-1  
生产数据库：SQLite",1232,142,2044,1228.56,True,False,AWS eu-west-1 | SQLite,,3,46
1,atlas_q08,atlas,atlas_b3,Atlas Sync,explicit,branch_compact_oracle,Atlas Sync 部署在哪个区域，生产数据库是什么？,"AWS eu-west-1  
SQLite",487,124,817,786.5,True,False,AWS eu-west-1 | SQLite,,3,46
1,atlas_q09,atlas,atlas_b4,Atlas Core,implicit,linear,当前这个版本最终发布日期和服务端口分别是什么？,当前版本的最终发布日期是 12月3日，服务端口为 9300。,4799,203,8276,2093.59,True,False,12月3日 | 9300,,4,33
1,atlas_q09,atlas,atlas_b4,Atlas Core,implicit,linear_tagged,当前这个版本最终发布日期和服务端口分别是什么？,"当前版本最终发布日期：12月3日。  
当前版本服务端口：9300。",4856,205,8389,2296.82,True,False,12月3日 | 9300,,4,33
1,atlas_q09,atlas,atlas_b4,Atlas Core,implicit,branch,当前这个版本最终发布日期和服务端口分别是什么？,当前版本的最终发布日期是12月3日，服务端口为9300。,974,171,1593,1240.62,True,False,12月3日 | 9300,,4,33
1,atlas_q09,atlas,atlas_b4,Atlas Core,implicit,branch_compact_oracle,当前这个版本最终发布日期和服务端口分别是什么？,Atlas Core 当前有效最终发布日期：12月3日。服务端口：9300。,519,125,835,747.93,True,False,12月3日 | 9300,,4,33
1,atlas_q10,atlas,atlas_b5,Atlas Studio,explicit,linear,Atlas Studio 当前选用什么本地模型，Pro 存储是多少？,Qwen3 1.7B | 50GB,4802,137,8287,1643.89,True,False,Qwen3 1.7B | 50GB,,0,47
1,atlas_q10,atlas,atlas_b5,Atlas Studio,explicit,linear_tagged,Atlas Studio 当前选用什么本地模型，Pro 存储是多少？,确认，Atlas Studio 的最终本地模型是 Qwen3 1.7B，最终Pro 存储是 1TB。,4859,225,8406,2330.34,False,True,Qwen3 1.7B,1TB,0,47
1,atlas_q10,atlas,atlas_b5,Atlas Studio,explicit,branch,Atlas Studio 当前选用什么本地模型，Pro 存储是多少？,Qwen3 1.7B | 50GB,1270,180,2168,1253.77,True,False,Qwen3 1.7B | 50GB,,0,47
1,atlas_q10,atlas,atlas_b5,Atlas Studio,explicit,branch_compact_oracle,Atlas Studio 当前选用什么本地模型，Pro 存储是多少？,Qwen3 1.7B | 50GB,493,124,838,762.9,True,False,Qwen3 1.7B | 50GB,,0,47
1,helios_q01,helios,helios_b1,Helios API,implicit,linear,当前这个项目最终使用什么数据库，负责人是谁？,数据库：SQLite；负责人：David。,3834,219,6367,1999.45,False,True,,SQLite | David,2,33
1,helios_q01,helios,helios_b1,Helios API,implicit,linear_tagged,当前这个项目最终使用什么数据库，负责人是谁？,数据库：SQLite；负责人：David,3894,168,6480,1791.74,False,True,,SQLite | David,2,33
1,helios_q01,helios,helios_b1,Helios API,implicit,branch,当前这个项目最终使用什么数据库，负责人是谁？,"数据库：MySQL 8  
负责人：Carol",990,179,1578,1248.65,True,False,MySQL 8 | Carol,,2,33
1,helios_q01,helios,helios_b1,Helios API,implicit,branch_compact_oracle,当前这个项目最终使用什么数据库，负责人是谁？,MySQL 8，Carol,503,103,822,596.9,True,False,MySQL 8 | Carol,,2,33
1,helios_q02,helios,helios_b2,Helios Worker,explicit,linear,Helios Worker 当前最终采用什么后端框架和缓存？,Spring Boot 和 Dragonfly。,3838,86,6375,1111.37,True,False,Spring Boot | Dragonfly,,3,33
1,helios_q02,helios,helios_b2,Helios Worker,explicit,linear_tagged,Helios Worker 当前最终采用什么后端框架和缓存？,确认，Helios Worker 的最终后端框架是 Spring Boot，最终缓存是 Dragonfly。,3903,194,6497,1861.9,True,False,Spring Boot | Dragonfly,,3,33
1,helios_q02,helios,helios_b2,Helios Worker,explicit,branch,Helios Worker 当前最终采用什么后端框架和缓存？,Spring Boot 和 Dragonfly,990,143,1698,999.84,True,False,Spring Boot | Dragonfly,,3,33
1,helios_q02,helios,helios_b2,Helios Worker,explicit,branch_compact_oracle,Helios Worker 当前最终采用什么后端框架和缓存？,Spring Boot | Dragonfly,504,135,868,786.93,True,False,Spring Boot | Dragonfly,,3,33
1,helios_q03,helios,helios_b3,Helios Portal,implicit,linear,当前这个项目部署在哪个区域，服务端口是多少？,部署区域：GCP asia-northeast1。服务端口：9300。,3836,218,6367,1869.56,True,False,GCP asia-northeast1 | 9300,,4,34
1,helios_q03,helios,helios_b3,Helios Portal,implicit,linear_tagged,当前这个项目部署在哪个区域，服务端口是多少？,确认，Helios Portal 当前有效的部署区域是 GCP asia-northeast1，服务端口是 9300。,3896,218,6489,2055.98,True,False,GCP asia-northeast1 | 9300,,4,34
1,helios_q03,helios,helios_b3,Helios Portal,implicit,branch,当前这个项目部署在哪个区域，服务端口是多少？,"部署区域：GCP asia-northeast1  
服务端口：9300",1029,150,1718,1179.63,True,False,GCP asia-northeast1 | 9300,,4,34
1,helios_q03,helios,helios_b3,Helios Portal,implicit,branch_compact_oracle,当前这个项目部署在哪个区域，服务端口是多少？,"部署区域：GCP asia-northeast1  
服务端口：9300",534,123,863,811.71,True,False,GCP asia-northeast1 | 9300,,4,34
1,helios_q04,helios,helios_b4,Helios Ops,explicit,linear,Helios Ops 的最终发布日期是什么时候，负责人是谁？,确认，Helios Ops 的最终发布日期是 8月30日，负责人是 Alice。,3836,229,6375,2262.82,True,False,8月30日 | Alice,,0,30
1,helios_q04,helios,helios_b4,Helios Ops,explicit,linear_tagged,Helios Ops 的最终发布日期是什么时候，负责人是谁？,确认，Helios Ops 的最终发布日期是 8月30日，负责人是 Alice。,3896,157,6488,2066.85,True,False,8月30日 | Alice,,0,30
1,helios_q04,helios,helios_b4,Helios Ops,explicit,branch,Helios Ops 的最终发布日期是什么时候，负责人是谁？,确认：Helios Ops 的最终发布日期是 8月30日，负责人是 Alice。,938,188,1477,1805.15,True,False,8月30日 | Alice,,0,30
1,helios_q04,helios,helios_b4,Helios Ops,explicit,branch_compact_oracle,Helios Ops 的最终发布日期是什么时候，负责人是谁？,"最终发布日期：8月30日  
负责人：Alice",521,90,842,723.42,True,False,8月30日 | Alice,,0,30
1,helios_q05,helios,helios_b5,Helios Search,implicit,linear,当前这个产品的 Pro 方案多少钱，包含多少存储？,Helios Worker Pro 价格：99美元/月，存储：1TB。,3835,474,6370,4064.49,False,True,,99美元/月 | 1TB,1,31
1,helios_q05,helios,helios_b5,Helios Search,implicit,linear_tagged,当前这个产品的 Pro 方案多少钱，包含多少存储？,Helios Worker Pro 价格：99美元/月，存储：1TB。,3895,742,6492,5893.91,False,True,,99美元/月 | 1TB,1,31
1,helios_q05,helios,helios_b5,Helios Search,implicit,branch,当前这个产品的 Pro 方案多少钱，包含多少存储？,确认，Helios Search 的 Pro 方案价格为 49 美元/月，包含 200GB 存储。,968,205,1635,1394.6,True,False,49美元/月 | 200GB,,1,31
1,helios_q05,helios,helios_b5,Helios Search,implicit,branch_compact_oracle,当前这个产品的 Pro 方案多少钱，包含多少存储？,Helios Search Pro 价格：49美元/月，Pro 存储：200GB。,520,115,873,665.56,True,False,49美元/月 | 200GB,,1,31
1,helios_q06,helios,helios_b1,Helios API,explicit,linear,Helios API 的本地模型和 temperature 最终分别是什么？,Helios API 的最终本地模型是 Gemma 3 4B，最终 temperature 是 0.4。,3836,200,6383,1595.39,True,False,Gemma 3 4B | 0.4,,2,33
1,helios_q06,helios,helios_b1,Helios API,explicit,linear_tagged,Helios API 的本地模型和 temperature 最终分别是什么？,Gemma 3 4B | 0.4,3896,209,6496,1887.87,True,False,Gemma 3 4B | 0.4,,2,33
1,helios_q06,helios,helios_b1,Helios API,explicit,branch,Helios API 的本地模型和 temperature 最终分别是什么？,"Gemma 3 4B, 0.4",992,204,1594,1313.38,True,False,Gemma 3 4B | 0.4,,2,33
1,helios_q06,helios,helios_b1,Helios API,explicit,branch_compact_oracle,Helios API 的本地模型和 temperature 最终分别是什么？,"Gemma 3 4B, temperature: 0.4",505,143,838,794.79,True,False,Gemma 3 4B | 0.4,,2,33
1,helios_q07,helios,helios_b2,Helios Worker,implicit,linear,当前这个项目的数据库和后端框架最终是什么？,MySQL 8 与 Django 是当前项目的最终结论。,3834,174,6366,1690.55,False,True,,MySQL 8 | Django,3,33
1,helios_q07,helios,helios_b2,Helios Worker,implicit,linear_tagged,当前这个项目的数据库和后端框架最终是什么？,Helios API 的最终数据库是 MySQL 8，最终后端框架是 Django。,3894,293,6488,2552.84,False,True,,MySQL 8 | Django,3,33
1,helios_q07,helios,helios_b2,Helios Worker,implicit,branch,当前这个项目的数据库和后端框架最终是什么？,SQLite 且 Spring Boot。,986,111,1689,778.25,True,False,SQLite | Spring Boot,,3,33
1,helios_q07,helios,helios_b2,Helios Worker,implicit,branch_compact_oracle,当前这个项目的数据库和后端框架最终是什么？,"SQLite, Spring Boot",500,161,859,911.23,True,False,SQLite | Spring Boot,,3,33
1,helios_q08,helios,helios_b3,Helios Portal,explicit,linear,Helios Portal 部署在哪个区域，生产数据库是什么？,Helios Portal 的当前有效部署区域是 GCP asia-northeast1，生产数据库为 CockroachDB。,3838,194,6376,1635.4,True,False,GCP asia-northeast1 | CockroachDB,,4,34
1,helios_q08,helios,helios_b3,Helios Portal,explicit,linear_tagged,Helios Portal 部署在哪个区域，生产数据库是什么？,部署区域：GCP asia-northeast1。生产数据库：CockroachDB。,3898,180,6498,1679.25,True,False,GCP asia-northeast1 | CockroachDB,,4,34
1,helios_q08,helios,helios_b3,Helios Portal,explicit,branch,Helios Portal 部署在哪个区域，生产数据库是什么？,"部署区域：GCP asia-northeast1  
生产数据库：CockroachDB",1031,163,1727,1034.67,True,False,GCP asia-northeast1 | CockroachDB,,4,34
1,helios_q08,helios,helios_b3,Helios Portal,explicit,branch_compact_oracle,Helios Portal 部署在哪个区域，生产数据库是什么？,"部署区域：GCP asia-northeast1  
生产数据库：CockroachDB",536,153,872,851.51,True,False,GCP asia-northeast1 | CockroachDB,,4,34
1,helios_q09,helios,helios_b4,Helios Ops,implicit,linear,当前这个版本最终发布日期和服务端口分别是什么？,确认，Helios Portal 的当前版本最终发布日期为 12月3日，服务端口为 9300。,3835,191,6368,1652.75,False,True,,12月3日 | 9300,0,30
1,helios_q09,helios,helios_b4,Helios Ops,implicit,linear_tagged,当前这个版本最终发布日期和服务端口分别是什么？,确认，当前版本的最终发布日期为 12月3日，服务端口为 9300。,3895,234,6481,2125.43,False,True,,12月3日 | 9300,0,30
1,helios_q09,helios,helios_b4,Helios Ops,implicit,branch,当前这个版本最终发布日期和服务端口分别是什么？,确认，当前版本的最终发布日期是 8月30日，服务端口为 8100。,937,190,1470,1199.98,True,False,8月30日 | 8100,,0,30
1,helios_q09,helios,helios_b4,Helios Ops,implicit,branch_compact_oracle,当前这个版本最终发布日期和服务端口分别是什么？,"最终发布日期：8月30日  
服务端口：8100",520,205,835,1182.95,True,False,8月30日 | 8100,,0,30
