repeat,case_id,family_id,active_branch_id,active_branch_name,question_mode,condition,question,answer,prompt_tokens,response_tokens,prompt_chars,latency_ms,correct,polluted,expected_hits,forbidden_hits,active_branch_position,active_history_messages
1,atlas_q01,atlas,atlas_b1,Atlas Analytics,implicit,branch_compact_oracle,当前这个项目最终使用什么数据库，负责人是谁？,数据库：MongoDB 7，负责人：Bob,493,885,868,9752.11,True,False,MongoDB 7 | Bob,,1,45
1,atlas_q02,atlas,atlas_b2,Atlas Admin,explicit,linear,Atlas Admin 当前最终采用什么后端框架和缓存？,Django 和 KeyDB,4801,1493,8281,21310.36,True,False,Django | KeyDB,,2,44
1,atlas_q02,atlas,atlas_b2,Atlas Admin,explicit,linear_tagged,Atlas Admin 当前最终采用什么后端框架和缓存？,后端框架：FastAPI，缓存：KeyDB,4858,1322,8397,19460.14,False,True,KeyDB,FastAPI,2,44
1,atlas_q02,atlas,atlas_b2,Atlas Admin,explicit,branch,Atlas Admin 当前最终采用什么后端框架和缓存？,Django 和 KeyDB,1183,1455,1990,17280.28,True,False,Django | KeyDB,,2,44
1,atlas_q02,atlas,atlas_b2,Atlas Admin,explicit,branch_compact_oracle,Atlas Admin 当前最终采用什么后端框架和缓存？,Django 和 KeyDB,490,1468,815,16586.19,True,False,Django | KeyDB,,2,44
1,atlas_q03,atlas,atlas_b3,Atlas Sync,implicit,linear,当前这个项目部署在哪个区域，服务端口是多少？,"GCP asia-northeast1, 9300",4800,1463,8275,20924.49,False,True,,GCP asia-northeast1 | 9300,3,46
1,atlas_q03,atlas,atlas_b3,Atlas Sync,implicit,linear_tagged,当前这个项目部署在哪个区域，服务端口是多少？,部署区域：AWS eu-west-1，服务端口：9200,4857,1677,8388,24317.39,True,False,AWS eu-west-1 | 9200,,3,46
1,atlas_q03,atlas,atlas_b3,Atlas Sync,implicit,branch,当前这个项目部署在哪个区域，服务端口是多少？,"AWS eu-west-1, 9200",1231,1206,2038,14701.59,True,False,AWS eu-west-1 | 9200,,3,46
1,atlas_q03,atlas,atlas_b3,Atlas Sync,implicit,branch_compact_oracle,当前这个项目部署在哪个区域，服务端口是多少？,"AWS eu-west-1, 9200",486,431,811,4957.56,True,False,AWS eu-west-1 | 9200,,3,46
1,atlas_q04,atlas,atlas_b4,Atlas Core,explicit,linear,Atlas Core 的最终发布日期是什么时候，负责人是谁？,12月3日，Eve,4799,1524,8283,21987.15,True,False,12月3日 | Eve,,4,33
1,atlas_q04,atlas,atlas_b4,Atlas Core,explicit,linear_tagged,Atlas Core 的最终发布日期是什么时候，负责人是谁？,12月3日，Eve,4856,1294,8396,19136.06,True,False,12月3日 | Eve,,4,33
1,atlas_q04,atlas,atlas_b4,Atlas Core,explicit,branch,Atlas Core 的最终发布日期是什么时候，负责人是谁？,12月3日，Eve,974,1649,1600,19513.25,True,False,12月3日 | Eve,,4,33
1,atlas_q04,atlas,atlas_b4,Atlas Core,explicit,branch_compact_oracle,Atlas Core 的最终发布日期是什么时候，负责人是谁？,Atlas Core 的最终发布日期是12月3日，负责人是Eve。,519,706,842,7782.17,True,False,12月3日 | Eve,,4,33
1,atlas_q05,atlas,atlas_b5,Atlas Studio,implicit,linear,当前这个产品的 Pro 方案多少钱，包含多少存储？,Atlas Sync 的 Pro 方案是 99 美元/月，包含 1TB 存储。,4799,290,8278,5245.01,False,True,,99美元/月 | 1TB,0,47
1,atlas_q05,atlas,atlas_b5,Atlas Studio,implicit,linear_tagged,当前这个产品的 Pro 方案多少钱，包含多少存储？,99美元/月，1TB,4856,1245,8397,18041.78,False,True,,99美元/月 | 1TB,0,47
1,atlas_q05,atlas,atlas_b5,Atlas Studio,implicit,branch,当前这个产品的 Pro 方案多少钱，包含多少存储？,29美元/月，50GB,1267,1410,2159,16302.58,True,False,29美元/月 | 50GB,,0,47
1,atlas_q05,atlas,atlas_b5,Atlas Studio,implicit,branch_compact_oracle,当前这个产品的 Pro 方案多少钱，包含多少存储？,29美元/月，50GB,490,1162,829,12648.44,True,False,29美元/月 | 50GB,,0,47
1,atlas_q06,atlas,atlas_b1,Atlas Analytics,explicit,linear,Atlas Analytics 的本地模型和 temperature 最终分别是什么？,"Llama 3.2 3B, 0.2",4799,1189,8296,18735.0,True,False,Llama 3.2 3B | 0.2,,1,45
1,atlas_q06,atlas,atlas_b1,Atlas Analytics,explicit,linear_tagged,Atlas Analytics 的本地模型和 temperature 最终分别是什么？,Llama 3.2 3B，0.2,4856,1490,8424,21696.22,True,False,Llama 3.2 3B | 0.2,,1,45
1,atlas_q06,atlas,atlas_b1,Atlas Analytics,explicit,branch,Atlas Analytics 的本地模型和 temperature 最终分别是什么？,Llama 3.2 3B 和 0.2,1200,1751,2235,21136.25,True,False,Llama 3.2 3B | 0.2,,1,45
1,atlas_q06,atlas,atlas_b1,Atlas Analytics,explicit,branch_compact_oracle,Atlas Analytics 的本地模型和 temperature 最终分别是什么？,"Llama 3.2 3B, 0.2",494,1544,889,17369.77,True,False,Llama 3.2 3B | 0.2,,1,45
1,atlas_q07,atlas,atlas_b2,Atlas Admin,implicit,linear,当前这个项目的数据库和后端框架最终是什么？,数据库：PostgreSQL 16，后端框架：FastAPI,4798,786,8274,11990.45,False,True,,PostgreSQL 16 | FastAPI,2,44
1,atlas_q07,atlas,atlas_b2,Atlas Admin,implicit,linear_tagged,当前这个项目的数据库和后端框架最终是什么？,"数据库：PostgreSQL 16  
后端框架：FastAPI",4855,539,8390,8870.81,False,True,,PostgreSQL 16 | FastAPI,2,44
1,atlas_q07,atlas,atlas_b2,Atlas Admin,implicit,branch,当前这个项目的数据库和后端框架最终是什么？,数据库：MySQL 8，后端框架：Django,1180,1298,1983,15413.01,True,False,MySQL 8 | Django,,2,44
1,atlas_q07,atlas,atlas_b2,Atlas Admin,implicit,branch_compact_oracle,当前这个项目的数据库和后端框架最终是什么？,数据库：MySQL 8，后端框架：Django,487,567,808,6497.45,True,False,MySQL 8 | Django,,2,44
1,atlas_q08,atlas,atlas_b3,Atlas Sync,explicit,linear,Atlas Sync 部署在哪个区域，生产数据库是什么？,"AWS eu-west-1, SQLite",4801,1596,8281,22422.16,True,False,AWS eu-west-1 | SQLite,,3,46
1,atlas_q08,atlas,atlas_b3,Atlas Sync,explicit,linear_tagged,Atlas Sync 部署在哪个区域，生产数据库是什么？,AWS eu-west-1，SQLite,4858,2000,8394,28124.76,True,False,AWS eu-west-1 | SQLite,,3,46
1,atlas_q08,atlas,atlas_b3,Atlas Sync,explicit,branch,Atlas Sync 部署在哪个区域，生产数据库是什么？,AWS eu-west-1 和 SQLite,1232,1301,2044,15123.67,True,False,AWS eu-west-1 | SQLite,,3,46
1,atlas_q08,atlas,atlas_b3,Atlas Sync,explicit,branch_compact_oracle,Atlas Sync 部署在哪个区域，生产数据库是什么？,AWS eu-west-1；SQLite,487,1502,817,16438.01,True,False,AWS eu-west-1 | SQLite,,3,46
1,atlas_q09,atlas,atlas_b4,Atlas Core,implicit,linear,当前这个版本最终发布日期和服务端口分别是什么？,12月3日，9300,4799,1148,8276,16594.43,True,False,12月3日 | 9300,,4,33
1,atlas_q09,atlas,atlas_b4,Atlas Core,implicit,linear_tagged,当前这个版本最终发布日期和服务端口分别是什么？,12月3日 和 9300,4856,1084,8389,16155.55,True,False,12月3日 | 9300,,4,33
1,atlas_q09,atlas,atlas_b4,Atlas Core,implicit,branch,当前这个版本最终发布日期和服务端口分别是什么？,发布日期：12月3日，服务端口：9300,974,994,1593,11765.24,True,False,12月3日 | 9300,,4,33
1,atlas_q09,atlas,atlas_b4,Atlas Core,implicit,branch_compact_oracle,当前这个版本最终发布日期和服务端口分别是什么？,最终发布日期：12月3日，服务端口：9300,519,1110,835,12428.2,True,False,12月3日 | 9300,,4,33
1,atlas_q10,atlas,atlas_b5,Atlas Studio,explicit,linear,Atlas Studio 当前选用什么本地模型，Pro 存储是多少？,Qwen3 1.7B 和 50GB,4802,1310,8287,18392.24,True,False,Qwen3 1.7B | 50GB,,0,47
1,atlas_q10,atlas,atlas_b5,Atlas Studio,explicit,linear_tagged,Atlas Studio 当前选用什么本地模型，Pro 存储是多少？,Qwen3 1.7B，50GB,4859,2546,8406,35084.62,True,False,Qwen3 1.7B | 50GB,,0,47
1,atlas_q10,atlas,atlas_b5,Atlas Studio,explicit,branch,Atlas Studio 当前选用什么本地模型，Pro 存储是多少？,Qwen3 1.7B 和 50GB,1270,1562,2168,18644.37,True,False,Qwen3 1.7B | 50GB,,0,47
1,atlas_q10,atlas,atlas_b5,Atlas Studio,explicit,branch_compact_oracle,Atlas Studio 当前选用什么本地模型，Pro 存储是多少？,"本地模型：Qwen3 1.7B  
Pro 存储：50GB",493,1063,838,11713.11,True,False,Qwen3 1.7B | 50GB,,0,47
1,helios_q01,helios,helios_b1,Helios API,implicit,linear,当前这个项目最终使用什么数据库，负责人是谁？,SQLite，David,3834,1177,6367,16270.63,False,True,,SQLite | David,2,33
1,helios_q01,helios,helios_b1,Helios API,implicit,linear_tagged,当前这个项目最终使用什么数据库，负责人是谁？,"SQLite, David",3894,3282,6480,44649.93,False,True,,SQLite | David,2,33
1,helios_q01,helios,helios_b1,Helios API,implicit,branch,当前这个项目最终使用什么数据库，负责人是谁？,数据库：MySQL 8，负责人：Carol,990,1039,1578,12580.36,True,False,MySQL 8 | Carol,,2,33
1,helios_q01,helios,helios_b1,Helios API,implicit,branch_compact_oracle,当前这个项目最终使用什么数据库，负责人是谁？,"MySQL 8, Carol",503,615,822,6949.25,True,False,MySQL 8 | Carol,,2,33
1,helios_q02,helios,helios_b2,Helios Worker,explicit,linear,Helios Worker 当前最终采用什么后端框架和缓存？,后端框架：Spring Boot，缓存：Dragonfly,3838,1116,6375,15388.4,True,False,Spring Boot | Dragonfly,,3,33
1,helios_q02,helios,helios_b2,Helios Worker,explicit,linear_tagged,Helios Worker 当前最终采用什么后端框架和缓存？,后端框架：Spring Boot，缓存：Dragonfly,3903,1015,6497,14410.41,True,False,Spring Boot | Dragonfly,,3,33
1,helios_q02,helios,helios_b2,Helios Worker,explicit,branch,Helios Worker 当前最终采用什么后端框架和缓存？,后端框架：Spring Boot，缓存：Dragonfly,990,1246,1698,14633.33,True,False,Spring Boot | Dragonfly,,3,33
1,helios_q02,helios,helios_b2,Helios Worker,explicit,branch_compact_oracle,Helios Worker 当前最终采用什么后端框架和缓存？,后端框架：Spring Boot，缓存：Dragonfly,504,1515,868,16998.11,True,False,Spring Boot | Dragonfly,,3,33
1,helios_q03,helios,helios_b3,Helios Portal,implicit,linear,当前这个项目部署在哪个区域，服务端口是多少？,GCP asia-northeast1，9300,3836,1323,6367,18211.85,True,False,GCP asia-northeast1 | 9300,,4,34
1,helios_q03,helios,helios_b3,Helios Portal,implicit,linear_tagged,当前这个项目部署在哪个区域，服务端口是多少？,部署区域：GCP asia-northeast1，服务端口：9300,3896,943,6489,14434.17,True,False,GCP asia-northeast1 | 9300,,4,34
1,helios_q03,helios,helios_b3,Helios Portal,implicit,branch,当前这个项目部署在哪个区域，服务端口是多少？,GCP asia-northeast1，9300,1029,1429,1718,16978.64,True,False,GCP asia-northeast1 | 9300,,4,34
1,helios_q03,helios,helios_b3,Helios Portal,implicit,branch_compact_oracle,当前这个项目部署在哪个区域，服务端口是多少？,部署区域：GCP asia-northeast1，服务端口：9300,534,570,863,6528.72,True,False,GCP asia-northeast1 | 9300,,4,34
1,helios_q04,helios,helios_b4,Helios Ops,explicit,linear,Helios Ops 的最终发布日期是什么时候，负责人是谁？,8月30日，Alice,3836,1452,6375,19819.99,True,False,8月30日 | Alice,,0,30
1,helios_q04,helios,helios_b4,Helios Ops,explicit,linear_tagged,Helios Ops 的最终发布日期是什么时候，负责人是谁？,8月30日，Alice,3896,1918,6488,26888.64,True,False,8月30日 | Alice,,0,30
1,helios_q04,helios,helios_b4,Helios Ops,explicit,branch,Helios Ops 的最终发布日期是什么时候，负责人是谁？,发布日期：8月30日，负责人：Alice,938,652,1477,7686.69,True,False,8月30日 | Alice,,0,30
1,helios_q04,helios,helios_b4,Helios Ops,explicit,branch_compact_oracle,Helios Ops 的最终发布日期是什么时候，负责人是谁？,8月30日，Alice,521,870,842,9787.24,True,False,8月30日 | Alice,,0,30
1,helios_q05,helios,helios_b5,Helios Search,implicit,linear,当前这个产品的 Pro 方案多少钱，包含多少存储？,99美元/月，1TB,3835,1177,6370,16248.07,False,True,,99美元/月 | 1TB,1,31
1,helios_q05,helios,helios_b5,Helios Search,implicit,linear_tagged,当前这个产品的 Pro 方案多少钱，包含多少存储？,99美元/月，1TB,3895,1649,6492,22881.9,False,True,,99美元/月 | 1TB,1,31
1,helios_q05,helios,helios_b5,Helios Search,implicit,branch,当前这个产品的 Pro 方案多少钱，包含多少存储？,49美元/月，200GB,968,952,1635,11257.22,True,False,49美元/月 | 200GB,,1,31
1,helios_q05,helios,helios_b5,Helios Search,implicit,branch_compact_oracle,当前这个产品的 Pro 方案多少钱，包含多少存储？,49美元/月，200GB,520,1092,873,12262.7,True,False,49美元/月 | 200GB,,1,31
1,helios_q06,helios,helios_b1,Helios API,explicit,linear,Helios API 的本地模型和 temperature 最终分别是什么？,Gemma 3 4B 和 0.4,3836,1536,6383,21559.52,True,False,Gemma 3 4B | 0.4,,2,33
1,helios_q06,helios,helios_b1,Helios API,explicit,linear_tagged,Helios API 的本地模型和 temperature 最终分别是什么？,Gemma 3 4B 和 0.4,3896,1739,6496,23936.13,True,False,Gemma 3 4B | 0.4,,2,33
1,helios_q06,helios,helios_b1,Helios API,explicit,branch,Helios API 的本地模型和 temperature 最终分别是什么？,Gemma 3 4B 和 0.4,992,2349,1594,28123.94,True,False,Gemma 3 4B | 0.4,,2,33
1,helios_q06,helios,helios_b1,Helios API,explicit,branch_compact_oracle,Helios API 的本地模型和 temperature 最终分别是什么？,本地模型：Gemma 3 4B；temperature：0.4,505,1626,838,18405.55,True,False,Gemma 3 4B | 0.4,,2,33
1,helios_q07,helios,helios_b2,Helios Worker,implicit,linear,当前这个项目的数据库和后端框架最终是什么？,数据库：MySQL 8，后端框架：Django,3834,1225,6366,16940.94,False,True,,MySQL 8 | Django,3,33
1,helios_q07,helios,helios_b2,Helios Worker,implicit,linear_tagged,当前这个项目的数据库和后端框架最终是什么？,MySQL 8 和 Django,3894,1488,6488,20562.29,False,True,,MySQL 8 | Django,3,33
1,helios_q07,helios,helios_b2,Helios Worker,implicit,branch,当前这个项目的数据库和后端框架最终是什么？,数据库：SQLite，后端框架：Spring Boot,986,1233,1689,14535.64,True,False,SQLite | Spring Boot,,3,33
1,helios_q07,helios,helios_b2,Helios Worker,implicit,branch_compact_oracle,当前这个项目的数据库和后端框架最终是什么？,数据库：SQLite，后端框架：Spring Boot,500,690,859,7753.16,True,False,SQLite | Spring Boot,,3,33
1,helios_q08,helios,helios_b3,Helios Portal,explicit,linear,Helios Portal 部署在哪个区域，生产数据库是什么？,Helios Portal 部署在 GCP asia-northeast1 区域，生产数据库是 CockroachDB。,3838,659,6376,9531.23,True,False,GCP asia-northeast1 | CockroachDB,,4,34
1,helios_q08,helios,helios_b3,Helios Portal,explicit,linear_tagged,Helios Portal 部署在哪个区域，生产数据库是什么？,GCP asia-northeast1，CockroachDB,3898,1032,6498,14589.92,True,False,GCP asia-northeast1 | CockroachDB,,4,34
1,helios_q08,helios,helios_b3,Helios Portal,explicit,branch,Helios Portal 部署在哪个区域，生产数据库是什么？,GCP asia-northeast1 和 CockroachDB,1031,1967,1727,23015.64,True,False,GCP asia-northeast1 | CockroachDB,,4,34
1,helios_q08,helios,helios_b3,Helios Portal,explicit,branch_compact_oracle,Helios Portal 部署在哪个区域，生产数据库是什么？,"部署区域：GCP asia-northeast1  
生产数据库：CockroachDB",536,797,872,8946.32,True,False,GCP asia-northeast1 | CockroachDB,,4,34
1,helios_q09,helios,helios_b4,Helios Ops,implicit,linear,当前这个版本最终发布日期和服务端口分别是什么？,12月3日 和 9300,3835,1375,6368,19293.91,False,True,,12月3日 | 9300,0,30
1,helios_q09,helios,helios_b4,Helios Ops,implicit,linear_tagged,当前这个版本最终发布日期和服务端口分别是什么？,"12月3日, 9300",3895,1400,6481,19389.39,False,True,,12月3日 | 9300,0,30
1,helios_q09,helios,helios_b4,Helios Ops,implicit,branch,当前这个版本最终发布日期和服务端口分别是什么？,8月30日 和 8100,937,1671,1470,19379.5,True,False,8月30日 | 8100,,0,30
1,helios_q09,helios,helios_b4,Helios Ops,implicit,branch_compact_oracle,当前这个版本最终发布日期和服务端口分别是什么？,最终发布日期：8月30日，服务端口：8100,520,865,835,9787.24,True,False,8月30日 | 8100,,0,30
1,helios_q10,helios,helios_b5,Helios Search,explicit,linear,Helios Search 当前选用什么本地模型，Pro 存储是多少？,"Llama 3.2 3B, 200GB",3839,1004,6380,14279.4,True,False,Llama 3.2 3B | 200GB,,1,31
1,helios_q10,helios,helios_b5,Helios Search,explicit,linear_tagged,Helios Search 当前选用什么本地模型，Pro 存储是多少？,本地模型：Llama 3.2 3B，Pro 存储：200GB,3899,1261,6502,17838.06,True,False,Llama 3.2 3B | 200GB,,1,31
1,helios_q10,helios,helios_b5,Helios Search,explicit,branch,Helios Search 当前选用什么本地模型，Pro 存储是多少？,Llama 3.2 3B 和 200GB,972,2273,1645,26748.55,True,False,Llama 3.2 3B | 200GB,,1,31
1,helios_q10,helios,helios_b5,Helios Search,explicit,branch_compact_oracle,Helios Search 当前选用什么本地模型，Pro 存储是多少？,Llama 3.2 3B，200GB,524,1843,883,21341.68,True,False,Llama 3.2 3B | 200GB,,1,31
1,phoenix_q01,phoenix,phoenix_b1,Phoenix Desktop,implicit,linear,当前这个项目最终使用什么数据库，负责人是谁？,数据库：CockroachDB，负责人：Eve,4526,911,8216,13430.36,False,True,,CockroachDB | Eve,3,35
1,phoenix_q01,phoenix,phoenix_b1,Phoenix Desktop,implicit,linear_tagged,当前这个项目最终使用什么数据库，负责人是谁？,"CockroachDB, Eve",4583,1873,8344,27122.19,False,True,,CockroachDB | Eve,3,35
1,phoenix_q01,phoenix,phoenix_b1,Phoenix Desktop,implicit,branch,当前这个项目最终使用什么数据库，负责人是谁？,"SQLite, David",995,1699,1835,19839.47,True,False,SQLite | David,,3,35
